School ID,Name of School,Street Address,City,State,ZIP Code,Phone Number,Network,NWEA: % Above Nat'l Avg Score - All Grades - Reading,NWEA: % Above Nat'l Avg Score - All Grades - Math,NWEA: % Above Nat'l Avg Growth - All Grades - Reading,NWEA: % Above Nat'l Avg Growth - All Grades - Math,ISAT: % Meets/Exceeds - 3rd Grade - Reading,ISAT: % Meets/Exceeds - 5th Grade - Reading/Math Composite,Bilingual %,SpED %,"Free/Reduced
 Lunch %",White %,African American %,Hispanic %,CPS Performance Policy Level,CPS Performance Policy Status,"My Voice, My School Overall Rating",Involved Family,Effective Leaders,Safe,Quality of Facilities,NWEA Reading Growth Percentile All Grades,NWEA Math Growth Percentile All Grades,NWEA Reading Attainment Percentile All Grades,NWEA Math Attainment Percentile All Grades,Suspensions Per 100 students 2013,Percentage Misconducts Resulting in Suspension 2013,Average Length of Suspensions 2013,Student Attendance Percentage 2013,One-Year Drop Out Rate Percentage 2013,Community School
609990,South Loop Elementary School,1212 S Plymouth Ct,Chicago,IL,60605,(773) 534-8690,Network 6,79%,69%,62%,75%,79%,83%,6.30%,4.50%,30.80%,27%,45%,10%,LEVEL 1,NOT ON PROBATION,ORGANIZED,STRONG,STRONG,STRONG,VERY WEAK,96,99,98,94,8.9,62.10%,2,95.40%,,No
609991,Theodore Herzl Elementary School,3711 W Douglas Blvd,Chicago,IL,60623,(773) 534-1480,AUSL,17%,25%,76%,86%,16%,25%,0.40%,15.00%,98.90%,0%,96%,3%,LEVEL 3,ON PROBATION,WELL-ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,85,99,1,7,46.5,59.70%,2.6,91.40%,,No
609993,Agustin Lara Elementary Academy,4619 S Wolcott Ave,Chicago,IL,60609,(773) 535-4389,Network 8,45%,44%,72%,77%,27%,43%,43.30%,8.10%,98.90%,2%,3%,95%,LEVEL 2,NOT ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,STRONG,98,99,37,49,6,86.80%,2.7,94.40%,,No
609994,William G Hibbard Elementary School,3244 W Ainslie St,Chicago,IL,60625,(773) 534-5191,Network 1,41%,41%,67%,75%,30%,37%,41.50%,11.50%,97.10%,5%,6%,78%,LEVEL 2,NOT ON PROBATION,PARTIALLY ORGANIZED,WEAK,WEAK,NEUTRAL,NEUTRAL,76,96,39,44,1.5,64.30%,1.7,96.20%,,No
609995,Rufus M Hitch Elementary School,5625 N McVicker Ave,Chicago,IL,60646,(773) 534-1189,Network 1,58%,59%,67%,77%,60%,62%,21.80%,13.00%,65.70%,45%,1%,39%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,STRONG,STRONG,NEUTRAL,90,99,70,69,1.8,21.70%,2.9,95.40%,,No
609996,Charles N Holden Elementary School,1104 W 31st St,Chicago,IL,60608,(773) 535-7200,Network 6,42%,41%,68%,67%,41%,51%,23.50%,11.40%,95.50%,10%,7%,64%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,83,71,33,40,5.4,64%,2.9,92.80%,,No
609997,Oliver Wendell Holmes Elementary School,955 W Garfield Blvd,Chicago,IL,60621,(773) 535-9025,OS4,10%,9%,53%,44%,21%,17%,0.00%,11.70%,87.20%,0%,98%,1%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,VERY WEAK,VERY WEAK,WEAK,STRONG,0,0,0,0,96.3,58.80%,2.1,86.30%,,No
610000,Julia Ward Howe Elementary School of Excellence,720 N Lorel Ave,Chicago,IL,60644,(773) 534-6060,AUSL,25%,46%,70%,87%,22%,39%,0.00%,14.40%,97.80%,0%,96%,3%,LEVEL 2,ON PROBATION,PARTIALLY ORGANIZED,WEAK,WEAK,NEUTRAL,VERY STRONG,88,99,9,50,12.8,70%,2.5,95.30%,,No
610002,Thomas Hoyne Elementary School,8905 S Crandon Ave,Chicago,IL,60617,(773) 535-6425,Network 12,45%,39%,63%,74%,56%,55%,0.00%,12.60%,89.30%,0%,96%,3%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,STRONG,86,80,33,25,5.2,70%,2.4,94.70%,,No
610003,Paul Cuffe Math-Science Technology Academy ES,8324 S Racine Ave,Chicago,IL,60620,(773) 535-8250,Network 11,36%,35%,71%,68%,35%,38%,0.00%,13.10%,93.20%,0%,98%,2%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,NEUTRAL,NEUTRAL,STRONG,92,79,19,24,34.8,90.20%,1.3,93.30%,,No
610004,Countee Cullen Elementary School,10650 S Eberhart Ave,Chicago,IL,60628,(773) 535-5375,Network 13,30%,37%,73%,85%,50%,58%,0.00%,10.70%,96.90%,0%,97%,2%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,WEAK,NEUTRAL,99,99,9,27,41.8,88%,1.6,93.90%,,No
610005,Charles Evans Hughes Elementary School,4247 W 15th St,Chicago,IL,60623,(773) 534-1762,Network 5,23%,39%,60%,71%,48%,49%,0.90%,9.70%,99.10%,1%,96%,2%,LEVEL 3,ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,WEAK,NOT ENOUGH DATA,11,88,3,23,1.7,,,95%,,No
610006,Edward N Hurley Elementary School,3849 W 69th Pl,Chicago,IL,60629,(773) 535-2068,Network 10,38%,43%,66%,67%,36%,46%,31.60%,10.30%,49.60%,0%,1%,99%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,NEUTRAL,VERY STRONG,WEAK,73,76,33,46,2.3,32.80%,1.3,96.20%,,No
610009,Galileo Math & Science Scholastic Academy ES,820 S Carpenter St,Chicago,IL,60607,(773) 534-7070,Network 6,62%,72%,71%,89%,70%,67%,8.80%,9.10%,71.70%,5%,23%,65%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,99,99,82,93,4.1,100%,2.5,95.20%,,No
610010,Friedrich Ludwig Jahn Elementary School,3149 N Wolcott Ave,Chicago,IL,60657,(773) 534-5500,Network 4,44%,40%,61%,63%,52%,41%,18.80%,13.20%,77.40%,11%,14%,71%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,47,56,36,30,3.5,23.90%,2.8,93.90%,,No
610011,Minnie Mars Jamieson Elementary School,5650 N Mozart St,Chicago,IL,60659,(773) 534-2395,Network 2,66%,65%,64%,77%,62%,52%,23.90%,11.80%,72.90%,31%,5%,33%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,STRONG,NOT ENOUGH DATA,92,98,83,86,4.5,75.50%,1.1,95.30%,,No
610012,Edward Jenner Elementary Academy of the Arts,1119 N Cleveland Ave,Chicago,IL,60610,(773) 534-8440,Network 6,9%,6%,56%,57%,3%,17%,0.40%,21.60%,98.60%,0%,98%,2%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,0,3,0,0,1.9,,,91.70%,,No
610013,Pilsen Elementary Community Academy,1420 W 17th St,Chicago,IL,60608,(773) 534-7675,Network 7,31%,36%,61%,69%,33%,37%,44.20%,27.10%,97.70%,0%,8%,91%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,STRONG,WEAK,NEUTRAL,NEUTRAL,51,99,15,29,3.7,45%,1.3,94.60%,,No
610015,Joseph Jungman Elementary School,1746 S Miller St,Chicago,IL,60608,(773) 534-7375,Network 7,52%,36%,84%,76%,44%,47%,50.40%,17.30%,84.20%,0%,3%,95%,LEVEL 2,NOT ON PROBATION,ORGANIZED,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,NOT ENOUGH DATA,99,97,54,32,13.8,38.90%,2.2,95.20%,,No
610016,Kate S Kellogg Elementary School,9241 S Leavitt St,Chicago,IL,60620,(773) 535-2590,Network 10,67%,49%,69%,64%,59%,59%,0.00%,14.70%,47.20%,11%,79%,5%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,99,74,86,64,20.2,91.50%,1.9,95.80%,,No
610017,Maria Saucedo Elementary Scholastic Academy,2850 W 24th Blvd,Chicago,IL,60623,(773) 534-1770,Network 7,44%,57%,55%,75%,41%,53%,43.70%,8.60%,96.50%,0%,2%,96%,LEVEL 1,NOT ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,NEUTRAL,WEAK,40,99,41,76,1.5,7.20%,3.4,96.20%,,No
610018,Miriam G Canter Middle School,4959 S Blackstone Ave,Chicago,IL,60615,(773) 535-1410,Network 9,30%,34%,39%,59%,-,-,1.10%,21.10%,90.50%,2%,94%,3%,LEVEL 3,ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,0,30,9,16,7.6,85%,3.5,93.20%,,No
610019,Joshua D Kershaw Elementary School,6450 S Lowe Ave,Chicago,IL,60621,(773) 535-3050,Network 11,51%,38%,80%,80%,52%,44%,0.00%,14.10%,94.20%,0%,99%,1%,LEVEL 3,ON PROBATION,MODERATELY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,99,99,55,35,6.7,77.30%,2.2,94.70%,,No
610021,Pablo Casals Elementary School,3501 W Potomac Ave,Chicago,IL,60651,(773) 534-4444,AUSL,30%,44%,80%,86%,17%,44%,16.20%,14.10%,98.30%,1%,51%,48%,LEVEL 2,ON PROBATION,WELL-ORGANIZED,NEUTRAL,STRONG,STRONG,STRONG,99,99,16,42,24.5,72.50%,1.8,92.90%,,No
610022,Joyce Kilmer Elementary School,6700 N Greenview Ave,Chicago,IL,60626,(773) 534-2115,Network 2,37%,35%,56%,56%,41%,38%,47.40%,16.20%,95.10%,4%,26%,57%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,WEAK,VERY WEAK,NEUTRAL,WEAK,4,21,13,18,9,23.80%,2.7,93.60%,,No
610024,Lazaro Cardenas Elementary School,2345 S Millard Ave,Chicago,IL,60623,(773) 534-1465,Network 7,54%,71%,79%,88%,55%,-,46.00%,8.10%,98.70%,1%,4%,95%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,NOT ENOUGH DATA,NEUTRAL,94,97,72,82,0.6,12.10%,2,95.90%,,No
610026,John H Kinzie Elementary School,5625 S Mobile Ave,Chicago,IL,60638,(773) 535-2425,Network 10,47%,56%,56%,54%,44%,59%,16.20%,23.80%,67.40%,31%,4%,64%,LEVEL 1,NOT ON PROBATION,ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,17,21,33,59,2.3,51.60%,1.3,95%,,No
610027,Rudyard Kipling Elementary School,9351 S Lowe Ave,Chicago,IL,60620,(773) 535-3151,Network 11,48%,44%,53%,79%,63%,66%,0.50%,15.40%,86.60%,0%,98%,1%,LEVEL 2,NOT ON PROBATION,NOT YET ORGANIZED,WEAK,VERY WEAK,NEUTRAL,NEUTRAL,11,99,35,44,18.3,85.90%,1.7,94.50%,,No
610029,Rodolfo Lozano Bilingual & International Ctr ES,1501 N Greenview Ave,Chicago,IL,60642,(773) 534-4750,Network 6,45%,32%,62%,78%,33%,27%,44.80%,22.10%,54.50%,3%,11%,85%,LEVEL 3,ON PROBATION,WELL-ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,63,95,45,30,4.7,45.20%,1.4,94%,,No
610030,Charles Kozminski Elementary Community Academy,936 E 54th St,Chicago,IL,60615,(773) 535-0980,Network 9,34%,29%,68%,71%,40%,31%,0.30%,9.90%,88.60%,1%,96%,2%,LEVEL 3,ON PROBATION,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,74,82,18,14,35.6,43.30%,3.1,92.30%,,No
610032,Wendell E Green Elementary School,1150 W 96th St,Chicago,IL,60643,(773) 535-2575,Network 11,43%,45%,67%,69%,27%,65%,0.00%,14.60%,94.00%,0%,97%,1%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,STRONG,STRONG,81,90,26,50,6.4,50%,2.6,93.70%,,No
610033,LaSalle Elementary Language Academy,1734 N Orleans St,Chicago,IL,60614,(773) 534-8470,Network 4,74%,74%,61%,73%,79%,82%,6.10%,11.40%,24.90%,34%,28%,21%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,96,99,96,97,4.4,34.70%,1.2,95.90%,,No
610034,Lawndale Elementary Community Academy,3500 W Douglas Blvd,Chicago,IL,60623,(773) 534-1635,OS4,15%,12%,36%,46%,10%,13%,0.00%,9.80%,97.50%,0%,99%,1%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,WEAK,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,0,0,0,0,26.5,79.40%,2.3,90.60%,,No
610036,Leslie Lewis Elementary School,1431 N Leamington Ave,Chicago,IL,60651,(773) 534-3060,AUSL,19%,6%,59%,54%,18%,23%,8.00%,10.90%,97.50%,1%,81%,16%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,VERY WEAK,VERY WEAK,WEAK,NOT ENOUGH DATA,4,0,0,0,41.5,84.40%,2.3,90.80%,,No
610037,Arthur A Libby Elementary School,5300 S Loomis Blvd,Chicago,IL,60609,(773) 535-9050,Network 11,18%,16%,66%,59%,25%,8%,9.20%,15.70%,98.80%,0%,85%,15%,LEVEL 3,ON PROBATION,WELL-ORGANIZED,NEUTRAL,STRONG,NEUTRAL,STRONG,31,6,2,4,27.4,62.30%,3.3,90.10%,,No
610038,Abraham Lincoln Elementary School,615 W Kemper Pl,Chicago,IL,60614,(773) 534-5720,Network 4,83%,84%,58%,67%,92%,90%,5.60%,5.80%,12.70%,64%,11%,9%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,STRONG,VERY STRONG,WEAK,98,99,99,99,0.6,26.30%,1.4,95.20%,,No
610039,Carl von Linne Elementary School,3221 N Sacramento Ave,Chicago,IL,60618,(773) 534-5262,Network 4,47%,47%,65%,71%,45%,55%,32.20%,12.90%,94.40%,3%,1%,87%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,NEUTRAL,STRONG,87,95,46,48,1.5,90.90%,4.1,95.80%,,No
610040,Henry D Lloyd Elementary School,2103 N Lamon Ave,Chicago,IL,60639,(773) 534-3070,Network 3,33%,40%,73%,84%,26%,48%,62.50%,11.20%,96.00%,1%,2%,96%,LEVEL 2,ON PROBATION,MODERATELY ORGANIZED,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NEUTRAL,95,99,17,40,1.6,95.50%,1,95.60%,,No
610041,Josephine C Locke Elementary School,2828 N Oak Park Ave,Chicago,IL,60634,(773) 534-3300,Network 3,40%,41%,48%,63%,42%,41%,32.80%,13.40%,89.90%,11%,2%,82%,LEVEL 2,NOT ON PROBATION,MODERATELY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,8,41,31,39,6.3,89.20%,1.9,95.40%,,No
610043,Joseph Lovett Elementary School,6333 W Bloomingdale Ave,Chicago,IL,60639,(773) 534-3130,Network 3,28%,20%,52%,62%,43%,44%,2.80%,13.40%,94.50%,0%,84%,15%,LEVEL 2,NOT ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,3,61,6,6,15.3,89%,2.5,95.70%,,No
610044,James Russell Lowell Elementary School,3320 W Hirsch St,Chicago,IL,60651,(773) 534-4300,Network 5,39%,37%,74%,80%,54%,49%,24.20%,23.10%,96.10%,2%,26%,71%,LEVEL 1,NOT ON PROBATION,ORGANIZED,NEUTRAL,WEAK,NEUTRAL,STRONG,98,99,17,34,8.8,35.20%,3.3,94.30%,,No
610046,Mary Lyon Elementary School,2941 N McVicker Ave,Chicago,IL,60634,(773) 534-3120,Network 3,55%,64%,73%,81%,56%,56%,29.40%,10.10%,94.70%,6%,2%,89%,LEVEL 1,NOT ON PROBATION,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,99,99,61,81,3.9,46.60%,2.8,95.10%,,No
610047,James Madison Elementary School,7433 S Dorchester Ave,Chicago,IL,60619,(773) 535-0551,Network 12,29%,25%,57%,72%,22%,61%,0.00%,13.30%,98.70%,0%,99%,1%,LEVEL 2,ON PROBATION,WELL-ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,0,87,3,8,17,51.70%,3.1,94.90%,,No
610048,George Manierre Elementary School,1420 N Hudson Ave,Chicago,IL,60610,(773) 534-8456,OS4,24%,25%,74%,73%,25%,19%,0.00%,15.90%,98.90%,0%,97%,2%,LEVEL 3,ON PROBATION,ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,VERY STRONG,73,95,5,15,6.5,25.60%,2,90.10%,,No
610051,Northwest Middle School,5252 W Palmer St,Chicago,IL,60639,(773) 534-3250,Network 3,30%,30%,56%,70%,-,-,25.60%,9.30%,97.80%,2%,4%,94%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,WEAK,NEUTRAL,23,84,11,11,96,96.50%,1.7,92.30%,,No
610052,Horace Mann Elementary School,8050 S Chappel Ave,Chicago,IL,60617,(773) 535-6640,Network 12,20%,14%,46%,59%,35%,16%,0.50%,17.30%,96.70%,0%,99%,0%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,VERY WEAK,WEAK,0,6,1,1,24.4,50.70%,3.1,93%,,No
610053,Marquette Elementary School,6550 S Richmond St,Chicago,IL,60629,(773) 535-9260,AUSL,28%,22%,74%,76%,24%,24%,34.10%,10.30%,98.40%,1%,41%,57%,LEVEL 2,ON PROBATION,ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,VERY STRONG,95,94,8,10,31.6,76.10%,2.9,93.50%,,No
610054,John L Marsh Elementary School,9822 S Exchange Ave,Chicago,IL,60617,(773) 535-6430,Network 13,42%,41%,59%,67%,48%,45%,28.70%,12.80%,92.30%,1%,7%,91%,LEVEL 2,NOT ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,WEAK,STRONG,STRONG,49,57,36,39,1.5,31.70%,2,95.40%,,No
610055,Michael Faraday Elementary School,3250 W Monroe St,Chicago,IL,60624,(773) 534-6670,Network 5,55%,61%,86%,86%,60%,52%,0.00%,14.40%,100.00%,0%,97%,1%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,99,99,61,78,35.5,80.70%,3.2,93.60%,,No
610057,Fairfield Elementary Academy,6201 S Fairfield Ave,Chicago,IL,60629,(773) 535-9500,Network 10,19%,16%,59%,57%,40%,18%,41.60%,8.90%,99.70%,1%,33%,64%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,WEAK,VERY WEAK,3,8,1,3,9.3,47.80%,2.9,93.80%,,No
610059,Oscar F Mayer Elementary School,2250 N Clifton Ave,Chicago,IL,60614,(773) 534-5535,Network 4,59%,60%,65%,65%,76%,67%,1.30%,8.80%,27.70%,55%,16%,20%,LEVEL 1,NOT ON PROBATION,ORGANIZED,STRONG,NEUTRAL,STRONG,NOT ENOUGH DATA,70,79,78,75,11.9,97.30%,1.6,94.60%,,No
610060,Andrew Jackson Elementary Language Academy,1340 W Harrison St,Chicago,IL,60607,(773) 534-7000,Network 6,84%,83%,64%,77%,95%,82%,4.10%,5.60%,39.50%,22%,27%,28%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,STRONG,NEUTRAL,VERY STRONG,NOT ENOUGH DATA,99,99,99,99,0.4,7.40%,1,97.20%,,No
610062,George B McClellan Elementary School,3527 S Wallace St,Chicago,IL,60609,(773) 535-1732,Network 6,41%,43%,75%,86%,57%,32%,14.00%,25.60%,94.20%,14%,25%,51%,LEVEL 1,ON PROBATION,ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,99,99,38,46,6.3,44.70%,2.1,93.30%,,No
610063,Cyrus H McCormick Elementary School,2712 S Sawyer Ave,Chicago,IL,60623,(773) 535-7252,Network 7,33%,44%,76%,76%,27%,60%,50.50%,7.80%,98.40%,1%,0%,99%,LEVEL 2,NOT ON PROBATION,ORGANIZED,STRONG,NEUTRAL,NOT ENOUGH DATA,NEUTRAL,99,99,20,49,1,20%,1.4,95.80%,,No
610065,Emmett Louis Till Math and Science Academy,6543 S Champlain Ave,Chicago,IL,60637,(773) 535-0570,Network 9,19%,21%,60%,62%,18%,21%,0.00%,16.20%,99.50%,0%,99%,0%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,VERY WEAK,WEAK,8,36,1,3,67.6,57.90%,1.8,88.80%,,No
610066,James E McDade Elementary Classical School,8801 S Indiana Ave,Chicago,IL,60619,(773) 535-3669,Network 12,96%,97%,72%,82%,100%,91%,0.50%,2.60%,39.70%,2%,95%,2%,LEVEL 1,NOT ON PROBATION,ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,99,99,99,99,,,,96.70%,,No
610067,Francis M McKay Elementary School,6901 S Fairfield Ave,Chicago,IL,60629,(773) 535-9340,Network 10,23%,27%,69%,70%,32%,34%,6.00%,11.80%,98.60%,0%,86%,13%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,NEUTRAL,STRONG,WEAK,STRONG,76,65,3,8,24.4,66.30%,2.4,96.40%,,Yes
610068,Hanson Park Elementary School,5411 W Fullerton Ave,Chicago,IL,60639,(773) 534-3100,Network 3,30%,29%,54%,65%,38%,37%,40.60%,17.80%,97.80%,1%,3%,96%,LEVEL 2,NOT ON PROBATION,MODERATELY ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,9,45,11,16,3.4,19.30%,2.8,94.10%,,No
610070,James B McPherson Elementary School,4728 N Wolcott Ave,Chicago,IL,60640,(773) 534-2625,Network 2,41%,39%,52%,63%,40%,42%,22.70%,22.10%,90.30%,13%,6%,70%,LEVEL 2,NOT ON PROBATION,ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,6,52,32,36,1.7,57.10%,2.7,95.90%,,No
610073,Ellen Mitchell Elementary School,2233 W Ohio St,Chicago,IL,60612,(773) 534-7655,Network 5,51%,58%,69%,81%,47%,50%,20.20%,13.50%,70.70%,23%,9%,63%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,94,99,62,81,3.2,35.50%,1.1,95.90%,,No
610074,James Monroe Elementary School,3651 W Schubert Ave,Chicago,IL,60647,(773) 534-4155,Network 4,35%,32%,53%,55%,41%,42%,35.10%,9.20%,97.50%,2%,1%,96%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,8,7,21,19,5.5,19.20%,1.8,94.80%,,No
610075,Moses Montefiore Special Elementary School,1310 S Ashland Ave,Chicago,IL,60608,(773) 534-7825,Network 6,17%,29%,64%,75%,-,-,6.90%,100.00%,98.30%,0%,78%,22%,,,PARTIALLY ORGANIZED,NEUTRAL,STRONG,WEAK,VERY STRONG,84,38,0,1,339.9,40.40%,1.2,82.20%,,No
610076,Bernhard Moos Elementary School,1711 N California Ave,Chicago,IL,60647,(773) 534-4340,Network 5,35%,46%,74%,86%,21%,44%,31.60%,11.00%,97.20%,2%,14%,82%,LEVEL 2,ON PROBATION,WELL-ORGANIZED,STRONG,VERY STRONG,STRONG,STRONG,91,99,17,39,5.4,59%,2.4,93.40%,,No
610077,Donald Morrill Math & Science Elementary School,6011 S Rockwell St,Chicago,IL,60629,(773) 535-9288,Network 10,27%,25%,72%,68%,33%,38%,34.30%,10.00%,75.20%,1%,44%,55%,LEVEL 3,ON PROBATION,MODERATELY ORGANIZED,WEAK,STRONG,VERY WEAK,WEAK,96,98,6,11,12,17.20%,3.4,95%,,Yes
610078,Inter-American Elementary Magnet School,851 W Waveland Ave,Chicago,IL,60613,(773) 534-5490,Network 4,50%,52%,52%,64%,56%,53%,17.20%,6.40%,50.80%,11%,2%,84%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,12,43,56,64,2.9,38.50%,2,95.40%,,No
610081,Mark Sheridan Elementary Math & Science Academy,533 W 27th St,Chicago,IL,60616,(773) 534-9120,Network 6,77%,79%,65%,85%,87%,81%,6.60%,7.00%,55.20%,29%,18%,21%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,VERY STRONG,WEAK,97,99,94,97,0.4,11.80%,1,95.90%,,No
610082,Mount Greenwood Elementary School,10841 S Homan Ave,Chicago,IL,60655,(773) 535-2786,Network 10,83%,75%,74%,73%,81%,71%,0.00%,10.20%,22.70%,82%,2%,14%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,99,99,97,94,0.5,45.50%,2.2,95.20%,,No
610083,Daniel C Beard Elementary School,6445 W Strong St,Chicago,IL,60656,(773) 534-1228,Network 1,-,-,-,-,-,-,46.70%,85.80%,60.90%,36%,6%,45%,,,ORGANIZED,VERY STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,,,0,0,0.6,,,92.60%,,No
610084,Annie Keller Elementary Gifted Magnet School,3020 W 108th St,Chicago,IL,60655,(773) 535-2636,Network 10,100%,99%,54%,70%,100%,100%,0.40%,6.00%,16.90%,36%,38%,13%,LEVEL 1,NOT ON PROBATION,ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,99,98,99,99,1.2,,,97%,,No
610086,Mount Vernon Elementary School,10540 S Morgan St,Chicago,IL,60643,(773) 535-2825,Network 13,34%,25%,75%,78%,48%,38%,0.00%,16.30%,94.70%,0%,100%,0%,LEVEL 2,NOT ON PROBATION,PARTIALLY ORGANIZED,WEAK,VERY WEAK,NEUTRAL,STRONG,93,99,8,10,17,23.90%,2.1,93.40%,,No
610087,Blair Early Childhood Center,6751 W 63rd Pl,Chicago,IL,60638,(773) 535-2076,Network 10,-,-,-,-,-,-,43.20%,86.50%,74.00%,17%,20%,63%,,,MODERATELY ORGANIZED,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,VERY STRONG,,,,,,,,84.40%,,No
610088,Wolfgang A Mozart Elementary School,2200 N Hamlin Ave,Chicago,IL,60647,(773) 534-4160,Network 4,34%,31%,64%,70%,22%,31%,44.50%,9.90%,98.30%,1%,5%,91%,LEVEL 3,ON PROBATION,ORGANIZED,NEUTRAL,NEUTRAL,VERY STRONG,STRONG,53,77,21,16,7.4,24.50%,2.6,94.80%,,No
610089,John B Murphy Elementary School,3539 W Grace St,Chicago,IL,60618,(773) 534-5223,Network 1,43%,48%,62%,69%,49%,46%,34.20%,14.40%,81.40%,10%,2%,81%,LEVEL 2,NOT ON PROBATION,ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,63,94,41,54,4.7,42.40%,2.2,95.50%,,No
610090,Phillip Murray Elementary Language Academy,5335 S Kenwood Ave,Chicago,IL,60615,(773) 535-0585,Network 9,60%,55%,49%,54%,83%,64%,0.60%,7.10%,58.70%,6%,81%,5%,LEVEL 2,NOT ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,NEUTRAL,NEUTRAL,9,30,70,70,6.8,68.60%,2.1,95.40%,,No
